,userid,version,sum_gamerounds,retention_1,retention_7
209,19728,gate_40,79,True,True
210,19746,gate_30,65,False,True
211,19896,gate_40,13,True,False
212,19993,gate_30,5,True,False
213,20005,gate_30,4,False,False
214,20052,gate_30,8,False,False
215,20136,gate_30,0,False,False
216,20358,gate_40,19,False,True
217,20365,gate_40,6,False,False
218,20465,gate_30,108,True,False
219,20489,gate_40,2,False,False
220,20587,gate_40,26,False,False
221,20591,gate_40,2,True,False
222,20721,gate_40,99,False,True
223,20763,gate_30,10,False,False
224,20790,gate_40,5,True,False
225,20832,gate_30,13,True,False
226,20940,gate_40,1,False,False
227,21072,gate_40,16,False,False
228,21130,gate_40,1,False,False
229,21137,gate_40,91,True,False
230,21228,gate_40,149,True,True
231,21408,gate_30,20,True,False
232,21442,gate_40,68,True,False
233,21755,gate_40,12,False,True
234,22069,gate_40,7,False,False
235,22082,gate_40,3,False,False
236,22167,gate_40,277,True,True
237,22299,gate_40,493,True,True
238,22398,gate_30,4,False,False
239,22486,gate_40,3,False,False
240,22676,gate_40,8,False,False
241,22919,gate_40,1,False,False
242,22935,gate_30,274,True,True
243,22972,gate_30,17,False,False
244,23023,gate_40,32,False,True
245,23026,gate_40,1,False,False
246,23084,gate_40,85,True,True
247,23094,gate_40,12,False,False
248,23126,gate_40,1,False,False
249,23270,gate_30,8,False,False
250,23333,gate_30,9,False,False
251,23374,gate_30,8,True,False
252,23525,gate_40,191,True,True
253,23702,gate_40,115,True,False
254,23748,gate_40,45,True,False
255,24036,gate_40,15,False,False
256,24222,gate_30,134,True,True
257,24302,gate_40,19,True,False
258,24328,gate_30,2,False,False
259,24382,gate_30,22,True,False
260,24397,gate_30,6,False,False
261,24981,gate_40,18,False,False
262,25047,gate_30,0,False,False
263,25281,gate_30,0,False,False
264,25293,gate_40,12,False,False
265,25332,gate_30,152,True,True
266,25466,gate_40,2,False,False
267,25903,gate_30,8,True,False
268,25941,gate_40,73,True,False
269,25958,gate_30,0,False,False
270,26083,gate_30,100,True,True
271,26243,gate_40,250,True,True
272,26253,gate_30,10,False,False
273,26466,gate_40,13,True,False
274,26502,gate_30,147,True,True
275,26586,gate_30,391,True,False
276,27135,gate_30,18,False,False
277,27163,gate_40,23,False,False
278,27605,gate_30,19,True,False
279,27693,gate_30,4,False,False
280,27754,gate_30,14,False,False
281,27759,gate_30,61,True,True
282,27849,gate_40,61,True,False
283,27851,gate_40,75,True,False
284,27979,gate_30,75,False,False
285,28025,gate_30,57,True,False
286,28091,gate_30,35,True,False
287,28123,gate_30,9,False,False
288,28332,gate_30,13,False,False
289,28405,gate_30,1,False,False
290,28433,gate_30,20,False,False
291,28497,gate_40,77,True,True
292,29185,gate_40,3,False,False
293,29311,gate_40,7,False,False
294,29317,gate_40,6,False,False
295,29455,gate_30,51,True,True
296,29522,gate_40,197,False,True
297,29658,gate_30,2,False,False
298,29677,gate_40,22,False,False
299,29753,gate_40,69,True,False
300,29861,gate_40,4,False,False
301,29999,gate_30,260,True,True
302,30039,gate_40,20,False,False
303,30059,gate_30,4,False,False
304,30274,gate_30,7,True,False
305,30277,gate_30,0,False,False
306,30343,gate_30,8,True,True
307,30348,gate_30,48,True,True
308,30594,gate_40,15,True,False
309,30631,gate_30,61,False,True
310,30868,gate_30,1,False,False
311,30928,gate_30,12,True,False
312,31073,gate_30,270,True,True
313,31151,gate_30,59,False,False
314,31200,gate_30,141,True,False
315,31214,gate_30,53,False,True
316,31222,gate_40,20,False,False
317,31638,gate_40,16,False,False
318,31691,gate_30,0,False,False
319,31812,gate_30,37,True,False
320,31903,gate_30,467,True,True
321,32292,gate_40,25,False,False
322,32403,gate_40,2,True,False
323,32569,gate_40,4,False,False
324,32595,gate_40,11,True,False
325,32642,gate_30,40,False,False
326,32730,gate_30,9,False,False
327,32942,gate_40,11,True,True
328,33097,gate_30,12,False,False
329,33126,gate_30,6,False,False
330,33189,gate_40,9,True,False
331,33274,gate_40,4,False,False
332,33316,gate_40,18,True,False
333,33445,gate_30,77,False,True
334,33489,gate_30,4,False,False
335,33639,gate_40,45,True,False
336,33703,gate_40,43,True,False
337,33794,gate_30,3,False,False
338,33954,gate_40,30,True,False
339,33967,gate_30,33,True,True
340,34016,gate_40,47,True,False
341,34022,gate_40,72,False,True
342,34027,gate_40,16,False,False
343,34076,gate_40,2,False,False
344,34447,gate_40,93,True,True
345,34469,gate_30,222,True,True
346,34597,gate_40,334,True,True
347,34647,gate_40,8,False,False
348,34706,gate_30,29,True,False
349,34842,gate_40,27,True,False
350,34859,gate_30,16,False,False
351,34906,gate_30,10,True,False
352,34942,gate_40,8,False,False
353,35027,gate_40,58,True,False
354,35056,gate_30,84,True,False
355,35156,gate_30,1,False,False
356,35458,gate_40,56,False,False
357,35460,gate_30,43,True,False
358,35730,gate_30,50,True,False
359,35837,gate_30,23,True,False
360,35886,gate_30,5,False,False
361,35922,gate_30,21,True,False
362,36003,gate_30,48,True,False
363,36047,gate_40,85,True,True
364,36077,gate_30,13,True,False
365,36279,gate_30,41,True,False
366,36280,gate_30,5,False,False
367,36298,gate_40,1,False,False
368,36356,gate_30,303,True,True
369,36513,gate_40,18,True,False
370,36560,gate_40,48,True,False
371,36622,gate_30,4,True,False
372,36664,gate_40,51,False,True
373,36673,gate_30,5,False,False
374,36761,gate_40,134,True,True
375,36887,gate_40,11,True,False
376,36921,gate_30,3,False,False
377,36997,gate_40,9,True,False
378,37155,gate_40,3,False,False
379,37303,gate_30,177,True,True
380,37366,gate_40,11,True,False
381,37461,gate_40,20,False,True
382,37740,gate_30,39,True,True
383,37823,gate_30,12,True,False
384,37872,gate_30,12,True,False
385,37994,gate_40,2,False,False
386,38151,gate_30,9,True,False
387,38232,gate_30,216,True,True
388,38249,gate_40,30,True,False
389,38292,gate_30,9,False,False
390,39069,gate_30,227,False,False
391,39382,gate_30,0,False,False
392,39494,gate_30,87,True,False
393,39531,gate_30,71,True,False
394,39774,gate_40,567,True,True
395,39902,gate_40,13,True,False
396,39932,gate_30,55,True,True
397,39993,gate_40,14,False,False
398,40233,gate_40,78,True,False
399,40292,gate_30,1,False,False
400,40359,gate_30,3,False,False
401,40378,gate_30,552,True,True
402,40427,gate_30,96,True,False
403,40566,gate_30,2,False,False
404,40593,gate_30,12,True,True
405,40630,gate_40,99,True,False
406,40653,gate_30,107,True,False
407,40687,gate_30,12,False,False
408,40749,gate_40,2,False,False
409,40812,gate_40,2,False,False
410,41112,gate_30,4,False,False
411,41192,gate_30,28,False,False
412,41378,gate_40,9,False,False
413,41795,gate_30,136,True,True
414,41842,gate_40,15,False,False
415,41934,gate_40,8,False,False
416,41988,gate_40,1,False,False
417,42077,gate_30,12,True,False
418,42316,gate_30,6,False,False
419,42407,gate_30,45,False,True
420,42457,gate_30,12,False,False
421,42688,gate_40,13,False,False
422,42703,gate_30,9,True,False
423,42758,gate_40,11,True,False
424,42994,gate_40,113,True,True
425,43091,gate_30,6,True,False
426,43368,gate_40,32,False,False
427,43644,gate_30,17,True,False
428,43744,gate_30,141,True,False
429,43757,gate_30,28,False,False
430,44400,gate_40,95,True,False
431,44493,gate_40,339,True,True
432,44498,gate_30,24,True,False
433,44591,gate_30,5,False,False
434,44670,gate_30,6,False,False
435,44751,gate_30,10,False,False
436,44780,gate_30,9,False,False
437,44910,gate_40,6,False,False
438,45066,gate_30,85,True,False
439,45083,gate_40,54,False,False
440,45167,gate_30,19,False,False
441,45694,gate_40,6,True,False
442,45698,gate_30,452,True,True
443,45753,gate_30,26,True,False
444,45813,gate_40,12,True,False
445,45895,gate_40,2,True,False
446,45896,gate_40,11,True,False
447,45952,gate_40,3,False,False
448,46007,gate_30,6,False,False
449,46022,gate_40,7,False,False
450,46347,gate_30,57,False,False
451,46472,gate_40,16,False,False
452,46576,gate_30,15,False,False
453,46624,gate_40,148,True,True
454,46629,gate_40,57,True,False
455,46746,gate_40,3,True,False
456,46806,gate_30,163,True,True
457,46919,gate_40,47,True,False
458,46938,gate_30,54,False,False
459,47377,gate_40,2,False,False
460,47816,gate_30,220,True,True
461,47822,gate_40,63,True,True
462,47990,gate_40,25,True,False
463,48016,gate_30,0,False,False
464,48116,gate_30,1,False,False
465,48130,gate_30,2,False,False
466,48201,gate_40,84,True,True
467,48631,gate_40,60,False,False
468,48658,gate_30,216,True,True
469,48677,gate_40,17,True,False
470,48942,gate_30,290,True,True
471,48990,gate_40,3,False,False
472,49147,gate_40,24,True,False
473,49311,gate_40,5,False,False
474,49330,gate_30,18,False,False
475,49373,gate_30,5,False,False
476,49600,gate_30,20,False,False
477,49811,gate_40,9,True,False
478,49995,gate_40,15,True,False
479,50011,gate_40,4,False,False
480,50158,gate_40,87,True,True
481,50237,gate_40,86,True,False
482,50339,gate_40,0,False,False
483,50386,gate_40,4,False,False
484,50547,gate_30,356,False,False
485,50665,gate_30,10,True,False
486,50686,gate_40,3,False,True
487,50688,gate_30,0,False,False
488,50794,gate_40,0,False,False
489,50811,gate_30,3,False,False
490,50850,gate_30,34,True,True
491,51155,gate_30,34,False,False
492,51267,gate_30,0,False,False
493,51295,gate_30,117,True,True
494,51310,gate_30,23,False,True
495,51430,gate_30,34,True,False
496,51636,gate_40,8,False,False
497,51641,gate_40,20,True,False
498,51823,gate_40,54,True,True
499,51894,gate_30,4,False,False
500,51970,gate_40,76,False,True
501,52100,gate_40,55,True,False
502,52177,gate_40,3,False,False
503,52271,gate_40,2,False,False
504,52357,gate_30,22,True,False
505,52420,gate_30,15,True,True
506,52636,gate_40,3,False,False
507,53149,gate_40,4,False,False
508,53373,gate_40,298,True,True
509,53393,gate_30,338,True,True
510,53450,gate_40,1,False,False
511,53464,gate_40,12,False,False
512,53470,gate_40,7,False,False
513,53597,gate_40,5,False,False
514,53638,gate_30,16,False,False
515,53763,gate_30,9,True,False
516,53935,gate_40,4,False,False
517,53996,gate_40,115,True,True
518,54069,gate_30,170,True,True
519,54162,gate_30,174,True,True
520,54178,gate_30,21,False,False
521,54244,gate_40,4,False,False
522,54256,gate_40,6,False,False
523,54403,gate_30,6,False,False
524,54580,gate_30,22,False,False
525,54617,gate_40,12,False,False
526,54680,gate_40,2,False,False
527,54681,gate_40,2,False,False
528,54754,gate_30,70,True,False
529,54776,gate_30,0,False,False
530,54975,gate_30,3,False,False
531,55139,gate_30,25,False,False
532,55213,gate_40,141,True,True
533,55250,gate_40,47,True,True
534,55480,gate_30,1,False,False
535,55621,gate_30,32,False,False
536,56116,gate_40,3,False,False
537,56237,gate_40,10,False,False
538,56269,gate_30,2,False,False
539,56294,gate_40,2,True,False
540,56446,gate_30,15,False,False
541,56496,gate_40,543,True,True
542,56522,gate_30,10,False,False
543,56587,gate_40,54,True,False
544,56815,gate_30,202,True,True
545,56895,gate_40,2,False,False
546,56997,gate_40,41,False,False
547,57149,gate_30,15,False,False
548,57321,gate_30,54,False,False
549,57334,gate_40,5,True,False
550,57339,gate_40,22,True,False
551,57369,gate_40,399,True,True
552,57401,gate_30,13,True,False
553,57429,gate_40,29,True,False
554,57516,gate_30,38,True,True
555,57833,gate_40,0,False,False
556,58180,gate_40,19,True,False
557,58189,gate_30,23,False,False
558,58289,gate_30,237,True,True
559,58394,gate_40,25,True,False
560,58592,gate_40,85,True,False
561,58700,gate_30,0,False,False
562,58768,gate_30,11,False,False
563,58813,gate_40,1,False,False
564,59164,gate_30,7,True,False
565,59395,gate_30,33,True,True
566,59531,gate_30,18,False,False
567,60035,gate_40,14,False,False
568,60103,gate_40,18,False,False
569,60160,gate_40,11,True,False
570,60410,gate_40,26,True,False
571,60424,gate_30,6,False,False
572,60619,gate_40,65,True,False
573,60929,gate_40,16,True,False
574,60956,gate_40,17,False,False
575,60984,gate_30,139,False,True
576,61104,gate_30,0,False,False
577,61245,gate_30,24,True,False
578,61462,gate_30,23,False,False
579,61563,gate_30,7,False,False
580,61595,gate_40,29,False,False
581,61609,gate_30,4,False,False
582,61651,gate_30,3,False,False
583,61952,gate_30,19,False,False
584,61979,gate_30,2,False,False
585,62084,gate_30,12,False,False
586,62145,gate_40,1,False,False
587,62206,gate_30,0,False,False
588,62434,gate_30,6,False,False
589,62437,gate_40,5,False,False
590,62566,gate_40,67,True,False
591,62700,gate_40,36,True,True
592,62704,gate_40,2,False,False
593,62879,gate_30,1,False,False
594,63001,gate_40,33,True,False
595,63335,gate_30,9,True,False
596,63370,gate_30,179,True,True
597,63473,gate_30,1,False,False
598,63478,gate_30,202,True,True
599,63480,gate_30,9,True,False
600,63555,gate_40,43,False,False
601,63617,gate_30,902,True,True
602,63766,gate_30,6,False,False
603,63786,gate_40,22,False,False
604,63832,gate_30,1,False,False
605,63889,gate_30,9,True,True
606,63962,gate_30,4,True,False
607,64052,gate_30,1,False,False
608,64224,gate_40,15,False,True
609,64235,gate_30,1,False,False
610,64309,gate_40,125,True,False
611,64643,gate_40,24,False,False
612,64646,gate_40,1,False,True
613,64792,gate_30,269,True,False
614,64849,gate_40,31,True,False
615,64930,gate_30,510,True,False
616,64944,gate_40,62,False,False
617,65032,gate_40,5,False,False
618,65452,gate_30,16,False,False
619,65482,gate_40,10,False,False
620,65511,gate_30,4,False,False
621,66120,gate_40,28,False,False
622,66509,gate_30,46,True,False
623,66677,gate_40,1,False,False
624,66713,gate_40,4,False,False
625,66947,gate_40,13,True,False
626,67078,gate_30,9,False,False
627,67122,gate_30,18,False,False
628,67190,gate_40,15,False,False
629,67193,gate_40,1,False,False
630,67234,gate_30,3,False,False
631,67387,gate_30,12,False,False
632,67654,gate_40,8,False,False
633,67829,gate_40,0,False,False
634,67910,gate_40,18,True,False
635,67950,gate_30,7,False,False
636,68020,gate_40,52,False,True
637,68112,gate_30,0,False,False
638,68151,gate_40,136,True,False
639,68386,gate_30,5,False,False
640,68394,gate_40,474,True,True
641,68406,gate_40,5,False,False
642,68485,gate_30,26,True,False
643,68698,gate_40,83,True,False
644,68856,gate_30,1,False,False
645,68887,gate_40,1,False,False
646,68915,gate_40,121,False,False
647,68965,gate_40,105,True,True
648,69027,gate_40,2,False,False
649,69050,gate_30,20,True,False
650,69392,gate_30,46,False,False
651,69488,gate_30,5,False,False
652,69649,gate_40,80,True,True
653,69870,gate_40,210,True,True
654,69917,gate_40,16,True,False
655,69927,gate_30,1906,True,True
656,69998,gate_30,16,False,False
657,70074,gate_30,0,False,False
658,70127,gate_30,1,False,False
659,70175,gate_40,35,True,True
660,70294,gate_40,199,True,False
661,70522,gate_40,6,False,False
662,70570,gate_30,5,False,False
663,70899,gate_40,3,False,False
664,71062,gate_30,25,True,False
665,71119,gate_30,118,True,True
666,71161,gate_40,68,True,False
667,71165,gate_40,105,True,False
668,71205,gate_30,5,False,False
669,71235,gate_30,38,True,False
670,71326,gate_40,8,False,False
671,71489,gate_30,7,False,False
672,71635,gate_30,4,False,False
673,71698,gate_30,6,False,False
674,71777,gate_40,12,False,False
675,72085,gate_40,103,True,False
676,72164,gate_30,259,True,True
677,72353,gate_40,5,False,False
678,72419,gate_40,12,True,False
679,72470,gate_40,6,True,False
680,72555,gate_30,298,True,True
681,72614,gate_40,3,False,False
682,72661,gate_40,1,False,False
683,72752,gate_40,15,False,False
684,72813,gate_30,6,True,False
685,72872,gate_30,10,False,False
686,72918,gate_40,13,False,False
687,72977,gate_40,12,True,False
688,73378,gate_40,34,True,False
689,73412,gate_30,3,False,False
690,73868,gate_40,2,False,False
691,74231,gate_30,7,False,False
692,74276,gate_30,24,True,True
693,74369,gate_40,7,False,False
694,74377,gate_30,53,True,False
695,74422,gate_40,38,False,True
696,74568,gate_30,11,True,False
697,75029,gate_40,98,True,False
698,75734,gate_40,4,False,False
699,76062,gate_30,5,False,False
700,76089,gate_40,3,False,False
701,76133,gate_30,50,False,False
702,76549,gate_30,149,False,True
703,76573,gate_30,20,True,False
704,76598,gate_30,1,False,False
705,76662,gate_40,30,True,False
706,76767,gate_40,4,False,False
707,76784,gate_40,53,True,False
708,76895,gate_40,5,False,False
709,76917,gate_30,113,True,False
710,76934,gate_40,2,False,False
711,77151,gate_40,2,False,False
712,77172,gate_30,0,False,False
713,77195,gate_40,25,True,False
714,77468,gate_30,12,False,False
715,77495,gate_40,59,False,False
716,77644,gate_30,15,False,False
717,77731,gate_30,106,True,True
718,77812,gate_40,2,False,False
719,77821,gate_40,7,False,False
720,77837,gate_40,6,False,False
721,77850,gate_30,59,True,False
722,78089,gate_30,47,False,False
723,78142,gate_40,1,False,False
724,78183,gate_30,34,True,False
725,78237,gate_30,4,False,False
726,78312,gate_30,12,False,False
727,78409,gate_30,15,True,False
728,78563,gate_40,32,False,False
729,78846,gate_30,0,False,False
730,78900,gate_30,2,False,False
731,79646,gate_40,34,True,False
732,79890,gate_30,11,False,False
733,79929,gate_40,16,False,False
734,80215,gate_40,2,False,False
735,80282,gate_30,128,True,True
736,80485,gate_40,9,False,False
737,80496,gate_40,0,False,False
738,80526,gate_30,34,False,True
739,80582,gate_40,7,False,False
740,80618,gate_40,7,False,False
741,80634,gate_40,215,True,True
742,80746,gate_30,1,False,False
743,80754,gate_40,0,False,False
744,80860,gate_40,231,True,False
745,80884,gate_30,5,False,False
746,80900,gate_40,16,False,False
747,81447,gate_30,34,False,False
748,81480,gate_40,2,False,False
749,81524,gate_30,34,True,False
750,81532,gate_30,2,False,False
751,81668,gate_40,12,False,False
752,81959,gate_40,6,False,False
753,82064,gate_30,41,True,False
754,82545,gate_40,36,False,False
755,82655,gate_40,13,False,False
756,82753,gate_30,3,False,False
757,82783,gate_40,36,True,True
758,82937,gate_40,28,False,False
759,83072,gate_30,11,True,False
760,83080,gate_40,12,False,False
761,83103,gate_30,7,False,False
762,83140,gate_40,14,False,False
763,83254,gate_30,3,True,False
764,83309,gate_40,0,False,False
765,83317,gate_40,5,False,False
766,83438,gate_40,129,True,True
767,83732,gate_40,95,False,True
768,83798,gate_40,96,True,False
769,84100,gate_30,160,True,False
770,84191,gate_30,0,False,False
771,84208,gate_40,17,False,False
772,84406,gate_40,24,True,False
773,84816,gate_40,11,True,False
774,84929,gate_40,6,False,False
775,84961,gate_40,26,False,False
776,85007,gate_40,110,True,True
777,85277,gate_30,61,True,True
778,85560,gate_30,5,False,False
779,85601,gate_30,15,False,False
780,85805,gate_40,3,False,False
781,86342,gate_30,12,False,False
782,86781,gate_40,1,False,False
783,86821,gate_40,65,True,False
784,87098,gate_40,2,False,False
785,87220,gate_40,18,False,False
786,87258,gate_40,275,True,True
787,87276,gate_30,19,False,True
788,87410,gate_30,26,False,False
789,87419,gate_30,46,False,False
790,87509,gate_40,3,False,False
791,87542,gate_30,40,True,False
792,87640,gate_40,13,False,False
793,87649,gate_40,8,False,False
794,87671,gate_40,2,False,False
795,87697,gate_40,3,False,False
796,87728,gate_40,4,False,False
797,87827,gate_30,37,True,False
798,88235,gate_40,11,False,False
799,88282,gate_30,22,True,False
800,88361,gate_40,55,False,True
801,88392,gate_30,20,True,False
802,88497,gate_30,197,True,True
803,88521,gate_40,44,False,False
804,88907,gate_30,133,True,False
805,89272,gate_40,0,False,False
806,89605,gate_40,2,False,False
807,89618,gate_30,21,False,False
808,90120,gate_30,2,False,False
809,90233,gate_30,5,False,False
810,90335,gate_40,2,False,False
811,90481,gate_40,14,False,False
812,90566,gate_30,0,False,False
813,90640,gate_30,44,False,True
814,90744,gate_30,14,False,False
815,90755,gate_30,76,True,False
816,90892,gate_30,52,True,False
817,90916,gate_40,88,True,True
818,90979,gate_30,36,True,False
819,90992,gate_40,66,True,False
820,91010,gate_40,70,False,False
821,91027,gate_30,2,False,False
822,91045,gate_40,44,False,False
823,92061,gate_40,98,True,False
824,92161,gate_30,18,False,False
825,92162,gate_30,9,False,False
826,92168,gate_40,6,False,False
827,92286,gate_30,3,True,False
828,92463,gate_40,2,False,False
829,92638,gate_40,54,False,False
830,92789,gate_40,4,False,False
831,92914,gate_40,13,False,True
832,93014,gate_30,0,False,False
833,93131,gate_40,8,False,False
834,93166,gate_30,10,True,False
835,93241,gate_30,18,False,False
836,93289,gate_40,0,False,False
837,93646,gate_30,33,False,False
838,93914,gate_40,9,False,False
839,93957,gate_30,6,False,True
840,93997,gate_30,2,False,False
841,94159,gate_30,79,True,True
842,94282,gate_40,9,False,False
843,94407,gate_30,1,False,False
844,94455,gate_40,35,True,True
845,94639,gate_30,4,False,False
846,94768,gate_30,9,False,False
847,94904,gate_30,43,True,False
848,95033,gate_30,42,True,False
849,95357,gate_40,6,True,True
850,95371,gate_30,282,True,True
851,95530,gate_30,11,False,False
852,95696,gate_40,42,False,True
853,95946,gate_30,16,False,False
854,96038,gate_40,132,False,True
855,96058,gate_30,49,True,True
856,96076,gate_30,95,True,True
857,96123,gate_40,3,False,False
858,96471,gate_30,183,True,False
859,96535,gate_40,24,False,False
860,96561,gate_40,112,True,True
861,96675,gate_30,70,True,True
862,96744,gate_30,332,True,True
863,96745,gate_40,100,True,True
864,97019,gate_30,3,False,False
865,97308,gate_30,798,True,True
866,97461,gate_40,4,False,False
867,97741,gate_30,0,False,False
868,97754,gate_30,27,True,False
869,97777,gate_40,41,True,False
870,97849,gate_30,81,True,True
871,97873,gate_40,49,True,False
